Month,Region,Sales_Rep,Units_Sold,Unit_Price,Revenue,Cost,Profit
Jan,North,Jamie,141,26,3666,2521.69702,1144.30298
May,East,Alex,166,21,3486,2765.572718,720.4272817
Sep,West,Alex,168,20,3360,2431.454971,928.5450293
Dec,North,Jamie,97,28,2716,1769.045527,946.9544732
Oct,West,Jamie,187,25,4675,3103.88,1571.12
Feb,West,Jordan,214,28,5992,4150.350853,1841.649147
Jan,West,Alex,194,31,6014,3992.240099,2021.759901
Oct,North,Jamie,133,22,2926,2294.260021,631.74
Nov,North,Jordan,146,22,3212,2499.426585,712.5734151
Sep,East,Jordan,172,29,4988,3968.598581,1019.401419
Oct,West,Jamie,217,31,6727,5085.409128,1641.590872
Sep,South,Alex,138,22,3036,2267.344554,768.66
Sep,East,Jordan,148,21,3108,2450.734133,657.2658674
Jun,North,Alex,177,32,5664,4485.655616,1178.344384
Aug,South,Alex,87,30,2610,2040.03649,569.9635095
Nov,North,Jordan,134,25,3350,2610.390104,739.61
Jan,South,Jamie,213,22,4686,3518.040218,1167.959782
Oct,East,Alex,208,24,4992,3246.002533,1745.997467
Apr,South,Skyler,135,32,4320,3086.327049,1233.672951
Jan,East,Jamie,183,30,5490,4091.968292,1398.031708
Aug,North,Jordan,193,24,4632,3390.944104,1241.055896
Jan,South,Skyler,167,29,4843,3744.45744,1098.54256
Mar,West,Alex,217,22,4774,3689.51592,1084.48408
Apr,West,Jamie,187,22,4114,3043.546668,1070.453332
Aug,North,Skyler,102,20,2040,1332.73018,707.2698197
Jun,South,Jamie,223,25,5575,3932.602173,1642.397827
Oct,West,Alex,180,22,3960,2709.917052,1250.082948
Dec,East,Jamie,223,34,7582,5313.603716,2268.396284
Jul,South,Skyler,135,20,2700,2005.003525,694.9964749
Aug,South,Jamie,187,32,5984,3949.256204,2034.743796
Feb,West,Jordan,174,33,5742,3751.457077,1990.542923
Oct,East,Jordan,85,33,2805,2007.064279,797.9357206
Nov,East,Skyler,109,32,3488,2682.397829,805.602171
Aug,East,Jamie,208,29,6032,3948.58,2083.42
Mar,South,Skyler,130,28,3640,2829.580527,810.4194725
Jul,North,Jamie,185,30,5550,3927.079794,1622.920206
Mar,South,Alex,168,20,3360,2243.590656,1116.409344
Jul,South,Jordan,206,24,4944,3634.456316,1309.543684
Nov,West,Alex,125,24,3000,2378.562253,621.4377474
Dec,North,Jamie,200,34,6800,4973.363157,1826.636843
Feb,East,Alex,228,21,4788,3605.341082,1182.658918
Oct,West,Skyler,178,33,5874,4537.448796,1336.551204
Jun,South,Skyler,245,33,8085,6224.649733,1860.350267
Mar,North,Jamie,148,32,4736,3130.343545,1605.656455
Mar,East,Jordan,142,20,2840,2161.664046,678.335954
Sep,East,Skyler,129,25,3225,2555.546227,669.4537725
Jul,South,Jordan,91,34,3094,2336.272702,757.7272982
May,East,Jamie,148,26,3848,2983.994838,864.0051618
Dec,East,Jordan,152,30,4560,3296.115995,1263.884005
Oct,North,Jamie,123,30,3690,2575.104872,1114.895128
Jul,West,Alex,131,28,3668,2756.266821,911.7331795
Sep,North,Jamie,88,27,2376,1719.820072,656.1799278
Jan,West,Alex,197,29,5713,4480.67,1232.33
Jul,West,Jamie,89,22,1958,1558.875984,399.1240158
Jun,West,Skyler,125,28,3500,2705.396085,794.6039146
Oct,East,Skyler,182,20,3640,2908.003071,731.9969289
Dec,North,Jordan,116,32,3712,2606.772749,1105.227251
Sep,East,Jamie,131,25,3275,2568.79,706.2101702
Jan,South,Jamie,178,32,5696,3984.295292,1711.704708
Apr,North,Jamie,160,33,5280,3525.486156,1754.513844
Sep,West,Jordan,92,29,2668,1982.873753,685.13
Apr,East,Skyler,213,21,4473,3212.724624,1260.275376
Oct,East,Jamie,180,29,5220,4114.6905,1105.3095
Mar,North,Jordan,207,28,5796,4195.313366,1600.686634
Sep,North,Jamie,127,28,3556,2806.199218,749.8007822
Feb,West,Alex,239,27,6453,4270.56,2182.436348
Apr,West,Jamie,90,32,2880,2230.781113,649.218887
Jun,South,Alex,160,30,4800,3666.562273,1133.437727
Feb,West,Jordan,84,26,2184,1655.464882,528.5351176
Aug,East,Jordan,85,33,2805,1972.673411,832.326589
Aug,South,Skyler,196,25,4900,3761.063332,1138.936668
Jan,South,Jamie,228,21,4788,3459.303603,1328.696397
Dec,South,Jordan,121,33,3993,3023.821143,969.18
Mar,North,Skyler,160,23,3680,2696.829385,983.170615
Oct,West,Jamie,234,29,6786,4571.157875,2214.842125
Sep,South,Jordan,82,26,2132,1406.445837,725.5541629
May,North,Alex,139,33,4587,3233.504725,1353.495275
Jun,North,Jordan,172,32,5504,4347.710452,1156.289548
Apr,South,Alex,128,25,3200,2334.27281,865.72719
Oct,South,Skyler,113,28,3164,2437.320355,726.6796447
Feb,East,Skyler,116,32,3712,2733.49067,978.5093303
Nov,South,Jamie,121,32,3872,3073.15139,798.8486097
Aug,East,Jamie,80,24,1920,1354.403202,565.5967981
Nov,South,Jamie,211,31,6541,4307.625054,2233.374946
Jun,South,Skyler,182,31,5642,4327.979653,1314.020347
May,West,Alex,221,25,5525,4175.897081,1349.102919
Sep,South,Jamie,189,29,5481,3996.362392,1484.637608
Jan,South,Jamie,225,25,5625,3931.642611,1693.357389
May,East,Skyler,113,33,3729,2529.15611,1199.84389
Jun,East,Alex,80,27,2160,1560.257438,599.7425617
May,West,Jordan,132,27,3564,2672.751273,891.2487266
Jun,South,Jamie,101,25,2525,1860.503235,664.4967649
Jun,South,Jordan,229,27,6183,4424.700574,1758.299426
Jul,East,Jordan,95,26,2470,1805.456792,664.5432084
Apr,North,Jamie,235,20,4700,3131.108226,1568.891774
Nov,North,Skyler,198,24,4752,3584.794826,1167.205174
Aug,North,Jamie,165,30,4950,3762.685113,1187.314887
Jul,East,Alex,121,34,4114,2681.167402,1432.832598
Sep,East,Alex,150,29,4350,3004.01401,1345.98599
Jul,North,Jamie,196,29,5684,3773.138835,1910.861165
Mar,North,Jordan,242,32,7744,6193.146444,1550.853556
Mar,South,Alex,99,29,2871,2121.673091,749.3269086
Aug,East,Alex,187,24,4488,3230.734885,1257.265115
May,East,Jamie,209,29,6061,4360.587376,1700.412624
Apr,North,Jamie,86,33,2838,2255.404257,582.5957426
Aug,North,Skyler,88,28,2464,1845.482644,618.52
Jun,West,Jamie,106,26,2756,1861.123861,894.8761386
Feb,East,Jamie,209,26,5434,3897.394261,1536.605739
Apr,West,Alex,164,29,4756,3643.712026,1112.287974
Dec,South,Alex,139,34,4726,3372.012862,1353.987138
Nov,West,Alex,191,21,4011,2793.380786,1217.619214
Apr,North,Jordan,165,27,4455,3558.130143,896.8698568
Jun,East,Alex,209,22,4598,3634.008932,963.9910683
Jun,East,Alex,224,34,7616,6026.038566,1589.961434
Jan,West,Jamie,162,28,4536,3037.989989,1498.010011
Aug,West,Skyler,183,34,6222,4262.930431,1959.069569
Jun,South,Alex,167,25,4175,2990.594433,1184.405567
Mar,South,Skyler,99,28,2772,2147.799346,624.20
Sep,North,Alex,205,34,6970,5300.85,1669.146807
Feb,North,Alex,177,28,4956,3853.042742,1102.957258
Nov,North,Skyler,239,26,6214,4897.343464,1316.656536
Aug,West,Jamie,130,29,3770,2892.02365,877.9763503
Oct,West,Alex,167,31,5177,3568.327501,1608.672499
Mar,East,Skyler,249,27,6723,4657.807698,2065.192302
Dec,North,Alex,142,21,2982,2095.96774,886.03
May,West,Jordan,168,24,4032,2804.099982,1227.900018
Jun,East,Jordan,210,34,7140,4907.784975,2232.215025
Oct,North,Jordan,168,22,3696,2819.578272,876.4217284
Jun,South,Jordan,171,20,3420,2240.437409,1179.562591
Apr,South,Jamie,155,32,4960,3765.924941,1194.075059
Mar,West,Jordan,105,25,2625,2030.528235,594.471765
Apr,East,Skyler,187,32,5984,3948.881133,2035.118867
Jan,South,Alex,87,31,2697,1778.070247,918.9297528
Apr,East,Skyler,212,34,7208,4993.843464,2214.156536
Jan,East,Jordan,218,28,6104,4158.32572,1945.67428
Dec,South,Jamie,121,21,2541,1873.1491,667.8509003
Jan,East,Jordan,198,28,5544,4165.305504,1378.694496
Oct,South,Jordan,248,27,6696,4989.332221,1706.667779
Jun,West,Jamie,187,30,5610,3947.207812,1662.792188
May,North,Jamie,226,28,6328,4586.279225,1741.720775
Nov,North,Jamie,199,24,4776,3562.88943,1213.11057
Apr,West,Jamie,239,32,7648,5108.205816,2539.794184
Nov,South,Jamie,125,21,2625,1796.620316,828.3796837
Mar,South,Jamie,171,29,4959,3885.745564,1073.254436
Jan,South,Alex,243,29,7047,4942.406096,2104.593904
Jun,South,Jordan,225,25,5625,4332.225697,1292.774303
Feb,West,Jordan,153,26,3978,2735.465585,1242.534415
Aug,North,Jamie,175,22,3850,2526.547303,1323.452697
Oct,East,Skyler,97,33,3201,2320.917344,880.0826555
May,East,Jamie,219,25,5475,4291.700878,1183.299122
Jul,North,Alex,194,25,4850,3748.52951,1101.47049
Oct,West,Skyler,151,27,4077,2804.734949,1272.265051
Dec,East,Alex,125,20,2500,1966.225915,533.7740846
Feb,North,Skyler,117,23,2691,1942.787321,748.212679
Aug,West,Skyler,209,34,7106,4671.128038,2434.871962
Feb,East,Jamie,88,20,1760,1151.3721,608.6279004
Apr,South,Alex,187,27,5049,3649.250886,1399.749114
Jan,South,Skyler,212,21,4452,3258.634403,1193.365597
May,West,Alex,177,27,4779,3163.635577,1615.364423
Sep,South,Jamie,98,22,2156,1699.652627,456.3473726
Jan,West,Jamie,150,27,4050,3068.816723,981.1832767
Sep,North,Jamie,118,25,2950,2272.067444,677.9325564
Nov,North,Jamie,121,20,2420,1785.00044,634.9995598
Aug,East,Jordan,224,26,5824,4365.272105,1458.727895
Jun,West,Skyler,169,32,5408,3829.83,1578.167782
Jul,East,Jordan,186,26,4836,3636.162105,1199.837895
Mar,East,Jamie,227,25,5675,4521.428186,1153.571814
Jan,North,Skyler,215,34,7310,5461.720496,1848.279504
May,East,Skyler,175,20,3500,2454.357705,1045.642295
Dec,South,Alex,226,24,5424,3757.67055,1666.32945
Dec,East,Jamie,111,20,2220,1763.794198,456.2058017
Feb,West,Jordan,205,20,4100,2778.78,1321.22
May,South,Alex,226,25,5650,4355.751628,1294.248372
Aug,North,Skyler,103,27,2781,2001.734165,779.2658349
Nov,West,Jordan,103,20,2060,1476.121764,583.8782359
Sep,South,Jamie,199,21,4179,3184.944062,994.0559376
Feb,West,Jordan,97,34,3298,2216.934611,1081.065389
Dec,South,Jordan,219,24,5256,3784.027708,1471.972292
Mar,West,Jordan,120,27,3240,2123.415172,1116.584828
Mar,West,Alex,166,30,4980,3737.793896,1242.206104
Jan,South,Skyler,161,23,3703,2439.375662,1263.624338
Aug,North,Jordan,223,34,7582,5027.57355,2554.42645
Jun,North,Skyler,230,33,7590,5895.334835,1694.665165
Dec,West,Alex,246,24,5904,4229.881114,1674.118886
Aug,West,Jamie,112,29,3248,2209.115355,1038.884645
Nov,North,Jamie,103,24,2472,1826.530361,645.47
Sep,North,Jordan,140,22,3080,2241.908868,838.0911318
May,East,Alex,134,25,3350,2383.981434,966.0185658
Dec,North,Jamie,163,24,3912,3074.098735,837.9012652
Mar,West,Alex,247,34,8398,6402.79224,1995.20776
May,South,Alex,198,21,4158,2797.248474,1360.751526
May,North,Jordan,151,33,4983,3665.575512,1317.424488
May,East,Jordan,153,29,4437,2943.113503,1493.886497
Mar,East,Alex,208,33,6864,4713.495728,2150.504272
Nov,East,Alex,164,23,3772,2966.598984,805.4010158
Oct,South,Jordan,232,30,6960,5006.411442,1953.588558
Apr,North,Alex,175,23,4025,3154.859059,870.1409411
Sep,North,Jordan,132,26,3432,2316.256267,1115.743733
Oct,North,Skyler,189,34,6426,4374.82891,2051.17109
Sep,South,Alex,139,26,3614,2540.366282,1073.633718
Feb,South,Jordan,130,28,3640,2566.013801,1073.986199
Aug,West,Alex,200,34,6800,5180.182816,1619.817184
Aug,East,Jordan,152,29,4408,3261.530264,1146.469736
Jul,East,Alex,247,31,7657,5612.484628,2044.515372
Aug,North,Jamie,86,21,1806,1337.083525,468.9164752
Mar,South,Jamie,154,25,3850,2925.340518,924.66
Jun,South,Alex,98,21,2058,1613.312496,444.6875037
Jan,North,Jamie,222,28,6216,4427.10,1788.90
Jul,North,Alex,149,21,3129,2410.703291,718.2967087
Jan,West,Alex,135,25,3375,2444.392797,930.6072029
Sep,East,Skyler,217,27,5859,4442.948463,1416.051537
Jan,East,Skyler,159,25,3975,3105.363684,869.6363164
Jan,East,Jamie,188,31,5828,3816.362198,2011.637802
Jul,West,Skyler,114,34,3876,2837.21054,1038.78946
Feb,North,Skyler,151,22,3322,2652.308366,669.6916338
May,North,Alex,171,24,4104,2973.07575,1130.92425
Aug,East,Jordan,82,23,1886,1470.411512,415.5884882
Aug,East,Alex,145,20,2900,1965.866436,934.1335642
Mar,West,Skyler,131,24,3144,2328.58,815.4182082
Jul,South,Alex,172,29,4988,3893.362922,1094.637078
Mar,South,Jamie,126,31,3906,2791.735262,1114.264738
Jun,East,Jordan,82,24,1968,1422.880352,545.1196482
Jun,West,Skyler,222,26,5772,3822.81,1949.19
Mar,East,Skyler,163,34,5542,3637.35766,1904.64234
Jul,South,Alex,113,31,3503,2523.232776,979.767224
Mar,East,Alex,129,26,3354,2604.452439,749.5475607
Aug,South,Alex,112,21,2352,1857.371203,494.6287968
Oct,South,Alex,152,33,5016,3755.97052,1260.02948
Apr,South,Skyler,82,23,1886,1459.688164,426.3118362
Jan,North,Alex,81,20,1620,1231.569562,388.4304385
Apr,North,Skyler,211,32,6752,5099.264845,1652.735155
Jul,East,Alex,95,24,2280,1745.00932,534.9906802
Nov,South,Jordan,112,24,2688,1950.93815,737.0618496
Apr,North,Jordan,88,23,2024,1454.630008,569.3699918
Jun,East,Alex,136,29,3944,2657.749308,1286.250692
Sep,East,Alex,119,31,3689,2864.775206,824.2247945
Jan,East,Jamie,131,31,4061,2666.826545,1394.173455
May,East,Jordan,95,26,2470,1704.588047,765.4119531
Nov,East,Skyler,215,25,5375,3912.932394,1462.067606
Jul,West,Jordan,166,32,5312,4226.969376,1085.030624
Jan,South,Skyler,139,29,4031,3095.38854,935.6114604
Apr,East,Alex,243,22,5346,3770.537455,1575.462545
Jun,West,Jordan,82,21,1722,1303.712869,418.2871307
Feb,South,Jordan,94,34,3196,2523.898485,672.1015154
Oct,North,Jamie,181,23,4163,3042.455771,1120.544229
May,East,Jamie,102,28,2856,2054.29518,801.7048202
Nov,West,Jordan,210,29,6090,4463.659354,1626.340646
Oct,North,Jordan,237,24,5688,3962.997431,1725.002569
Jan,West,Jordan,96,20,1920,1509.316457,410.6835425
Jun,South,Skyler,193,30,5790,4455.939254,1334.060746
Jun,South,Alex,137,22,3014,2278.049367,735.9506328
Apr,North,Jamie,189,28,5292,3907.421294,1384.578706
Aug,West,Alex,214,26,5564,4425.72365,1138.27635
Apr,East,Jamie,246,22,5412,3759.477511,1652.522489
Aug,East,Jamie,157,20,3140,2174.356663,965.6433373
Aug,North,Jamie,222,23,5106,3504.353749,1601.646251
May,North,Jordan,123,28,3444,2621.801476,822.1985243
Apr,North,Jamie,91,31,2821,2171.02,649.9785815
Dec,West,Alex,87,26,2262,1672.90084,589.09916
Feb,East,Jamie,159,24,3816,2853.595476,962.4045242
Nov,East,Alex,120,32,3840,2697.0014,1142.9986
Mar,East,Jamie,241,30,7230,4742.617055,2487.382945
Mar,North,Jamie,125,33,4125,2838.187178,1286.812822
Apr,East,Jordan,108,25,2700,1991.642807,708.357193
Apr,South,Alex,95,20,1900,1466.685814,433.3141855
Oct,North,Jamie,212,26,5512,4225.384808,1286.615192
Nov,East,Jamie,84,31,2604,1762.707764,841.2922355
Nov,West,Alex,109,24,2616,1720.587493,895.4125072
May,North,Jamie,196,26,5096,3962.568095,1133.431905
Apr,South,Skyler,84,24,2016,1333.258184,682.741816
Nov,South,Jordan,220,24,5280,3743.50252,1536.49748
Oct,West,Alex,128,22,2816,1870.200917,945.7990826
Aug,West,Jordan,168,24,4032,2961.93666,1070.06334
Jun,North,Skyler,129,27,3483,2453.775118,1029.224882
Jun,North,Skyler,93,33,3069,2088.067937,980.932063
Aug,South,Skyler,187,27,5049,3732.600234,1316.399766
Jul,West,Alex,125,21,2625,1849.335517,775.6644827
Oct,North,Skyler,161,30,4830,3260.338088,1569.661912
Nov,South,Alex,205,20,4100,3095.553144,1004.446856
Dec,West,Alex,163,21,3423,2654.609227,768.3907733
Oct,South,Jamie,113,30,3390,2342.698097,1047.301903
Aug,East,Alex,150,26,3900,2644.058652,1255.941348
Feb,West,Skyler,139,22,3058,2022.218029,1035.781971
Sep,North,Alex,153,27,4131,3012.264552,1118.735448
Jan,North,Alex,160,23,3680,2850.874122,829.1258777
Aug,East,Jordan,218,29,6322,4347.124057,1974.875943
Dec,West,Skyler,177,29,5133,3691.118052,1441.881948
Nov,South,Alex,170,27,4590,3094.213178,1495.786822
Dec,North,Jamie,174,33,5742,4080.43817,1661.56183
Dec,East,Alex,211,21,4431,2890.415591,1540.584409
Apr,East,Alex,248,32,7936,6242.53,1693.468118
Apr,West,Jordan,139,33,4587,3447.065292,1139.934708
May,West,Skyler,192,34,6528,4569.091192,1958.908808
Aug,North,Skyler,160,24,3840,3003.570198,836.4298022
May,East,Jamie,163,25,4075,2760.565736,1314.434264
Aug,South,Jamie,104,20,2080,1376.564924,703.4350757
Oct,East,Jamie,112,34,3808,3013.625447,794.37
Jan,South,Alex,98,33,3234,2252.004128,981.9958719
Dec,South,Alex,136,20,2720,2149.877145,570.12
Oct,North,Jamie,94,33,3102,2312.981291,789.0187087
Sep,East,Skyler,120,28,3360,2677.941638,682.0583619
Jun,South,Skyler,139,24,3336,2545.415978,790.5840222
Mar,West,Jamie,188,34,6392,4255.937932,2136.062068
Aug,South,Jordan,175,34,5950,4628.114085,1321.885915
Sep,West,Skyler,101,33,3333,2240.381867,1092.618133
Jun,West,Skyler,239,23,5497,4143.80,1353.198464
Nov,East,Jamie,220,33,7260,5263.943712,1996.056288
Jul,West,Skyler,245,20,4900,3705.177881,1194.822119
Jan,South,Alex,105,34,3570,2730.151895,839.8481053
May,West,Alex,212,22,4664,3593.844182,1070.155818
May,East,Skyler,204,32,6528,5060.812546,1467.187454
Oct,North,Alex,176,23,4048,3145.634729,902.3652705
Apr,South,Jordan,212,30,6360,4527.596003,1832.403997
Jun,South,Skyler,150,30,4500,3525.228949,974.7710513
Jul,East,Jamie,97,24,2328,1764.477425,563.5225755
Sep,East,Alex,174,33,5742,4454.905663,1287.094337
Jan,East,Jordan,213,29,6177,4931.585248,1245.414752
Jun,East,Jordan,145,31,4495,3000.24264,1494.75736
Jul,South,Alex,206,33,6798,4796.580118,2001.419882
Mar,North,Jordan,121,24,2904,2238.931882,665.0681178
Aug,West,Skyler,196,29,5684,3768.18234,1915.81766
May,West,Jordan,90,27,2430,1776.614698,653.3853016
Sep,North,Alex,105,32,3360,2616.632571,743.3674287
May,North,Jordan,228,32,7296,4763.184038,2532.815962
Sep,North,Alex,247,22,5434,4297.90,1136.10
Oct,East,Alex,135,26,3510,2796.49325,713.5067502
Apr,South,Jordan,197,33,6501,4539.922249,1961.077751
Sep,South,Alex,227,32,7264,5557.10,1706.904318
May,South,Alex,136,25,3400,2274.859812,1125.140188
Oct,East,Jamie,84,29,2436,1865.80,570.20
Sep,South,Skyler,93,30,2790,2015.016823,774.9831766
Mar,East,Alex,103,29,2987,2326.995353,660.0046472
Apr,South,Skyler,147,29,4263,2906.90118,1356.09882
Sep,North,Jamie,127,30,3810,2860.92402,949.0759797
Oct,West,Jamie,139,25,3475,2668.51462,806.4853803
Nov,West,Jamie,82,29,2378,1617.928991,760.071009
Jun,East,Jamie,198,28,5544,4284.0877,1259.9123
Feb,South,Skyler,216,33,7128,5657.478098,1470.521902
Jul,West,Jordan,179,34,6086,4518.318154,1567.681846
Feb,North,Jordan,162,26,4212,3233.67,978.33
Nov,North,Skyler,103,32,3296,2405.70946,890.2905399
Feb,North,Alex,211,30,6330,4682.399141,1647.600859
Nov,East,Skyler,216,26,5616,3661.648091,1954.351909
Jan,East,Alex,80,30,2400,1748.743416,651.2565839
Nov,South,Alex,195,33,6435,4738.31291,1696.68709
Nov,North,Jordan,242,20,4840,3632.454518,1207.545482
Dec,South,Jamie,219,20,4380,2958.28963,1421.71037
Nov,South,Jordan,225,28,6300,4323.098678,1976.901322
Mar,North,Jordan,89,28,2492,1902.394531,589.6054687
Jun,South,Skyler,225,31,6975,4709.142115,2265.857885
Aug,West,Skyler,231,30,6930,4936.959102,1993.040898
Sep,East,Alex,208,29,6032,4147.44355,1884.55645
Jul,South,Skyler,158,22,3476,2543.658992,932.3410084
Apr,North,Alex,178,34,6052,4829.681386,1222.318614
Jun,East,Alex,223,30,6690,5203.52003,1486.47997
May,East,Jamie,222,30,6660,4598.204866,2061.795134
Aug,South,Jamie,212,27,5724,4037.090101,1686.909899
Jan,West,Jordan,124,28,3472,2735.22437,736.7756302
Jan,South,Jamie,197,20,3940,3091.892329,848.1076713
Nov,West,Alex,131,31,4061,2737.435655,1323.564345
Jun,East,Skyler,191,33,6303,4880.984392,1422.015608
Oct,South,Jamie,214,22,4708,3270.370702,1437.629298
Dec,North,Jamie,234,32,7488,5478.00,2010.00
Feb,South,Jamie,191,25,4775,3107.401721,1667.598279
May,West,Jamie,92,34,3128,2501.738518,626.2614824
Jan,West,Alex,96,23,2208,1687.275151,520.7248493
Jul,South,Alex,123,27,3321,2279.07,1041.930676
Jan,West,Jordan,220,34,7480,5629.217871,1850.782129
Apr,East,Skyler,152,28,4256,2953.64742,1302.35258
Sep,South,Jordan,84,26,2184,1448.905725,735.0942753
Jan,West,Jordan,112,30,3360,2398.356218,961.643782
Apr,South,Jamie,211,20,4220,3131.48404,1088.51596
Jun,South,Skyler,233,33,7689,5101.394831,2587.605169
Jun,North,Jamie,147,21,3087,2246.598037,840.4019635
Dec,South,Alex,95,20,1900,1381.736306,518.2636938
Aug,North,Jordan,229,28,6412,4772.43,1639.569008
Jan,West,Skyler,115,23,2645,1816.313157,828.6868429
Jul,North,Alex,181,29,5249,3428.102072,1820.897928
Jan,North,Jordan,242,33,7986,5580.046807,2405.953193
Jul,North,Skyler,104,27,2808,1993.082398,814.9176017
Mar,East,Jordan,151,24,3624,2701.19,922.81
Nov,North,Skyler,160,24,3840,3031.778993,808.22
Aug,South,Jordan,140,24,3360,2286.506303,1073.493697
Mar,North,Jamie,97,30,2910,2191.521129,718.478871
Jan,South,Jordan,137,24,3288,2185.238129,1102.761871
Aug,North,Jordan,155,22,3410,2314.003028,1095.996972
Mar,East,Skyler,200,25,5000,3631.850884,1368.149116
Feb,West,Skyler,136,33,4488,3394.079786,1093.920214
Jan,North,Jamie,176,20,3520,2741.324187,778.675813
Mar,North,Skyler,142,27,3834,2919.918864,914.0811363
Feb,East,Jordan,91,32,2912,1899.506097,1012.493903
Feb,North,Skyler,90,23,2070,1557.860677,512.1393233
Jun,South,Skyler,220,25,5500,4255.342606,1244.657394
Dec,North,Skyler,242,21,5082,3703.91,1378.09
Jan,North,Jamie,106,21,2226,1769.313403,456.6865971
Feb,West,Jamie,183,27,4941,3214.846152,1726.153848
Jun,West,Alex,146,33,4818,3723.344101,1094.655899
Mar,North,Jamie,168,20,3360,2352.749145,1007.250855
Apr,East,Jamie,124,27,3348,2502.85588,845.1441196
Jan,West,Jamie,160,34,5440,4101.881226,1338.118774
Aug,North,Jordan,146,29,4234,2946.59875,1287.40125
Jul,West,Alex,229,29,6641,5308.242115,1332.757885
Jul,North,Jordan,181,34,6154,4095.410101,2058.589899
Mar,West,Jamie,170,20,3400,2290.084833,1109.915167
Oct,West,Jamie,121,34,4114,3224.671501,889.3284987
Oct,South,Alex,99,28,2772,1851.354993,920.6450074
Mar,North,Alex,127,20,2540,1796.270067,743.7299331
Feb,North,Skyler,97,23,2231,1695.496041,535.5039588
Dec,North,Jamie,207,28,5796,4455.523024,1340.476976
Jan,North,Jamie,156,20,3120,2474.785175,645.2148253
Jul,West,Jordan,85,28,2380,1828.877859,551.122141
Jul,South,Skyler,118,33,3894,3024.391366,869.6086344
Dec,South,Jamie,90,27,2430,1925.547554,504.4524459
Feb,East,Jordan,191,24,4584,3360.315657,1223.684343
Jul,North,Alex,232,25,5800,4068.78711,1731.21289
Aug,East,Jordan,187,24,4488,3429.917969,1058.082031
Jan,West,Jamie,173,23,3979,2683.959796,1295.040204
Sep,East,Jordan,134,31,4154,2742.615154,1411.384846
Jul,North,Jordan,163,29,4727,3629.39,1097.61
Mar,South,Skyler,137,34,4658,3691.934078,966.0659221
Aug,South,Skyler,116,34,3944,2825.351613,1118.648387
Jul,North,Alex,95,33,3135,2113.523006,1021.476994
Nov,West,Skyler,149,32,4768,3454.669402,1313.330598
Aug,North,Jordan,172,31,5332,3780.375618,1551.624382
Jun,West,Skyler,244,23,5612,3961.348562,1650.651438
Sep,South,Jamie,223,33,7359,5476.657035,1882.342965
May,West,Jordan,97,29,2813,1902.179735,910.8202652
Mar,North,Jordan,226,27,6102,4314.554762,1787.445238
Mar,North,Jordan,209,27,5643,4403.24151,1239.75849
Jan,North,Jamie,217,28,6076,4614.41677,1461.58323
Dec,West,Jordan,125,22,2750,1810.430243,939.5697574
Aug,West,Skyler,98,29,2842,2066.377188,775.6228118
Feb,West,Jamie,117,34,3978,2640.175916,1337.824084
Mar,South,Jordan,116,27,3132,2485.631822,646.3681777
Aug,East,Skyler,191,34,6494,4459.404448,2034.595552
Aug,East,Skyler,124,22,2728,2154.828524,573.1714763
Nov,North,Alex,196,21,4116,3190.316791,925.6832086
Apr,South,Skyler,241,21,5061,3708.218311,1352.781689
Apr,West,Skyler,209,28,5852,4099.008154,1752.991846
May,North,Alex,123,23,2829,2202.919674,626.08
Jun,South,Alex,176,24,4224,2842.403753,1381.596247
May,North,Jamie,162,21,3402,2303.14079,1098.85921
Jul,South,Skyler,203,28,5684,3886.198555,1797.801445
Feb,South,Jamie,203,26,5278,3903.896634,1374.103366
Jul,East,Jamie,106,22,2332,1625.750964,706.2490365
Oct,North,Jordan,127,25,3175,2534.847661,640.1523394
Jul,West,Jamie,173,26,4498,3055.342765,1442.657235
Jan,East,Jamie,86,33,2838,2187.648219,650.3517815
Jul,East,Jamie,234,31,7254,4819.379389,2434.620611
May,West,Jamie,164,25,4100,2882.369636,1217.630364
Mar,South,Alex,191,29,5539,3802.88,1736.12
Mar,West,Skyler,168,30,5040,4014.487977,1025.512023
Apr,North,Jordan,207,29,6003,3925.119101,2077.880899
Dec,West,Alex,97,25,2425,1838.75729,586.24271
Feb,South,Jordan,112,32,3584,2462.775415,1121.224585
Feb,West,Jordan,240,34,8160,6296.968363,1863.031637
Jan,South,Alex,175,27,4725,3291.830293,1433.169707
May,South,Jamie,201,33,6633,4497.78846,2135.21154
Apr,North,Alex,104,27,2808,2117.108385,690.8916146
Nov,West,Jordan,221,24,5304,3652.527892,1651.472108
Oct,West,Jordan,245,33,8085,5844.096967,2240.903033
Feb,North,Jamie,245,23,5635,3773.928625,1861.071375
Mar,South,Alex,83,30,2490,1889.137357,600.8626429
Jul,West,Skyler,187,24,4488,3191.082133,1296.917867
Jul,North,Jordan,161,28,4508,3025.260033,1482.739967
Dec,South,Alex,89,31,2759,2100.25911,658.74
Apr,North,Jamie,114,29,3306,2200.157311,1105.842689
May,West,Jamie,178,25,4450,3276.192632,1173.807368
May,North,Skyler,183,22,4026,2983.760294,1042.239706
Jun,East,Jordan,102,22,2244,1771.755978,472.2440216
Sep,South,Skyler,144,33,4752,3196.418899,1555.581101
Feb,East,Skyler,161,20,3220,2408.57,811.4337083
May,East,Skyler,232,34,7888,5577.73,2310.274614
Dec,South,Skyler,96,34,3264,2317.838704,946.1612957
Mar,South,Jamie,227,24,5448,3951.29,1496.708461
