Month,Region,Sales_Rep,Units_Sold,Unit_Price,Revenue,Cost,Profit
Jul,East,Alex,201,32,6432,4910.199342539591,1521.8006574604087
Jul,East,Jordan,132,33,4356,3262.2736007176077,1093.7263992823923
Aug,West,Alex,239,33,7887,5558.564112743822,2328.435887256178
Jan,North,Alex,179,33,5907,4292.3252041403075,1614.6747958596925
Oct,East,Jordan,116,24,2784,2200.034129033424,583.965870966576
Oct,West,Jamie,198,24,4752,3608.8666965483644,1143.1333034516356
Aug,South,Alex,138,30,4140,3004.4089090030875,1135.5910909969125
Apr,South,Alex,133,25,3325,2457.2327645355977,867.7672354644023
Apr,East,Jordan,225,31,6975,5504.338964769876,1470.661035230124
Apr,North,Jordan,80,32,2560,1815.2124885515561,744.7875114484439
Jun,West,Jordan,228,23,5244,3488.710266601359,1755.2897333986411
Jul,East,Skyler,107,21,2247,1570.3697347660204,676.6302652339796
Jun,South,Jordan,191,25,4775,3401.137153804865,1373.8628461951348
Jan,North,Jamie,95,32,3040,2100.471524656383,939.5284753436172
Dec,West,Alex,107,24,2568,1872.9601705023197,695.0398294976803
Aug,East,Alex,229,22,5038,3505.081096247891,1532.9189037521091
Oct,West,Skyler,191,23,4393,2923.4401877877212,1469.5598122122788
Nov,North,Alex,208,22,4576,3103.4902277391934,1472.5097722608066
Jul,North,Alex,195,22,4290,3379.33343968279,910.66656031721
Jun,South,Jamie,249,23,5727,4263.404125179094,1463.595874820906
Jun,North,Alex,177,21,3717,2591.2928228010387,1125.7071771989613
May,East,Jamie,149,23,3427,2416.1641529208514,1010.8358470791486
Jun,West,Skyler,171,29,4959,3590.3530720526037,1368.6469279473963
Dec,North,Jamie,82,30,2460,1847.3849823846383,612.6150176153617
Sep,North,Jordan,160,21,3360,2477.4186644812603,882.5813355187397
Oct,East,Jordan,123,33,4059,3206.223253140147,852.7767468598531
Sep,West,Skyler,234,29,6786,5047.849730567954,1738.1502694320461
Oct,West,Alex,103,27,2781,2187.586874292201,593.4131257077988
Aug,South,Jamie,227,29,6583,4284.31201066705,2298.6879893329497
Oct,South,Jordan,239,24,5736,4494.637369641643,1241.362630358357
Sep,West,Jamie,178,32,5696,4318.814217558189,1377.1857824418112
Oct,East,Jordan,220,26,5720,3865.74198362817,1854.2580163718299
Aug,East,Jamie,191,30,5730,3950.5811775411216,1779.4188224588784
Aug,South,Alex,227,23,5221,3818.751650845194,1402.248349154806
Jan,North,Skyler,202,29,5858,3917.4831571065224,1940.5168428934776
Oct,East,Alex,191,25,4775,3666.270022751503,1108.729977248497
Nov,North,Jamie,209,32,6688,5140.905622594339,1547.0943774056614
May,East,Jordan,147,31,4557,3167.763681195181,1389.236318804819
Apr,West,Jordan,170,33,5610,3705.2510096846077,1904.7489903153923
Feb,South,Skyler,139,29,4031,3218.0566162255814,812.9433837744186
Aug,North,Alex,211,23,4853,3336.9680876459065,1516.0319123540935
Mar,North,Alex,203,34,6902,4556.243471708848,2345.756528291152
Apr,West,Alex,175,25,4375,3060.2895045954588,1314.7104954045412
Dec,East,Jordan,224,20,4480,3563.1701921811255,916.8298078188745
Jul,North,Skyler,208,25,5200,3998.4835379465567,1201.5164620534433
Oct,East,Jordan,112,25,2800,2021.7398935202602,778.2601064797398
Sep,West,Alex,109,21,2289,1592.6852002995124,696.3147997004876
Feb,South,Jamie,84,31,2604,1857.9433620926416,746.0566379073584
Mar,North,Jordan,197,29,5713,3728.331457973249,1984.6685420267509
Apr,East,Skyler,219,29,6351,4812.505639145089,1538.494360854911
Oct,North,Alex,239,28,6692,4449.822919783741,2242.177080216259
Jan,East,Jamie,117,34,3978,2895.4097221208995,1082.5902778791005
Jul,East,Jordan,96,25,2400,1763.704219030525,636.2957809694749
Feb,East,Jamie,188,31,5828,3789.677200695065,2038.322799304935
May,West,Jamie,119,34,4046,3224.5883381057033,821.4116618942967
Jan,South,Skyler,231,30,6930,4818.573529677597,2111.4264703224026
Mar,North,Jordan,219,32,7008,4636.3781326429125,2371.6218673570875
Dec,South,Skyler,190,26,4940,3844.1019216702825,1095.8980783297175
Feb,East,Alex,207,21,4347,2924.63069547168,1422.3693045283198
Jan,East,Jamie,174,21,3654,2388.7779101646424,1265.2220898353576
Jul,South,Skyler,226,21,4746,3437.0702948021835,1308.9297051978165
May,South,Skyler,108,29,3132,2096.8349999277,1035.1650000722998
Jan,North,Alex,224,32,7168,5715.501280943692,1452.498719056308
Jun,East,Jordan,152,30,4560,2971.121114842961,1588.878885157039
May,South,Skyler,100,28,2800,1841.5028845592255,958.4971154407745
Mar,West,Jamie,139,22,3058,2369.927355387207,688.0726446127928
Dec,East,Jamie,177,32,5664,3885.2930409539067,1778.7069590460933
Jul,East,Jamie,154,23,3542,2786.6313550728896,755.3686449271104
Nov,North,Jamie,198,20,3960,2758.8154097641263,1201.1845902358737
Oct,West,Skyler,227,20,4540,2998.5219855764367,1541.4780144235633
Sep,North,Jamie,192,23,4416,2877.4160076851135,1538.5839923148865
Sep,West,Skyler,193,33,6369,4409.800648136573,1959.1993518634272
Sep,North,Jordan,182,21,3822,2755.8897389317995,1066.1102610682005
Feb,West,Jamie,159,27,4293,2791.104324630843,1501.8956753691568
Mar,West,Jordan,142,32,4544,3349.6826692539184,1194.3173307460816
Jul,West,Skyler,136,23,3128,2189.7540033301843,938.2459966698157
May,South,Alex,108,22,2376,1683.4507178647634,692.5492821352366
Feb,East,Jordan,208,22,4576,3153.8324748431805,1422.1675251568195
Mar,West,Jamie,203,25,5075,3701.485662642009,1373.5143373579908
Oct,South,Alex,138,31,4278,2928.3696865169577,1349.6303134830423
Jun,South,Jordan,165,32,5280,3538.7790922359245,1741.2209077640755
Jul,North,Skyler,150,25,3750,2938.4889836520256,811.5110163479744
Sep,East,Skyler,168,25,4200,2976.049639309248,1223.950360690752
Jan,East,Skyler,177,25,4425,2927.312519959183,1497.6874800408168
Nov,North,Jordan,123,27,3321,2273.385280187218,1047.614719812782
Jul,East,Skyler,195,27,5265,3667.027443341595,1597.9725566584052
Aug,North,Jordan,154,28,4312,3300.607232886636,1011.3927671133638
Dec,South,Jamie,222,20,4440,2900.8221593565468,1539.1778406434532
Mar,South,Jamie,242,29,7018,5065.153236520911,1952.8467634790886
Apr,West,Jordan,102,27,2754,1958.5177657008603,795.4822342991397
Oct,North,Jordan,124,24,2976,2366.6939392898303,609.3060607101697
Jun,South,Alex,171,22,3762,2546.9163294389778,1215.0836705610222
Oct,South,Skyler,92,30,2760,2053.9384889117796,706.0615110882204
Jul,North,Jamie,113,29,3277,2229.4398788673316,1047.5601211326684
Apr,South,Jamie,245,22,5390,3946.899230797934,1443.1007692020662
Aug,East,Alex,149,25,3725,2731.3915811670795,993.6084188329205
May,South,Jordan,187,27,5049,3338.913845858299,1710.0861541417012
Jan,North,Jordan,212,29,6148,4417.139383508687,1730.8606164913126
Apr,East,Alex,205,21,4305,3096.0415567151463,1208.9584432848537
Mar,East,Skyler,247,31,7657,5343.594427085963,2313.4055729140373
Sep,South,Jordan,100,28,2800,1936.406592548815,863.5934074511849
Aug,West,Jordan,235,24,5640,3855.7560861023094,1784.2439138976906
Jan,East,Skyler,210,24,5040,3280.49145033725,1759.5085496627498
Nov,North,Skyler,102,20,2040,1326.5557830536259,713.4442169463741
Jun,West,Alex,98,25,2450,1809.2467999655435,640.7532000344565
Sep,West,Alex,129,32,4128,2863.674453778314,1264.3255462216862
Jul,East,Alex,99,30,2970,2005.294396151416,964.7056038485839
Apr,South,Jordan,195,30,5850,4403.355142837043,1446.6448571629571
Jan,West,Alex,171,24,4104,2993.1936529715467,1110.8063470284533
Dec,South,Jordan,172,26,4472,3520.5540121319436,951.4459878680564
Feb,East,Jamie,162,26,4212,3262.8365008420915,949.1634991579085
Dec,North,Skyler,132,23,3036,2304.352473626925,731.6475263730749
May,West,Skyler,202,24,4848,3243.2503992649426,1604.7496007350574
Dec,North,Jamie,164,29,4756,3566.5877063731814,1189.4122936268186
Nov,South,Alex,161,33,5313,4006.474678699144,1306.525321300856
May,South,Jordan,88,27,2376,1816.4517350669869,559.5482649330131
Aug,North,Jordan,83,21,1743,1201.7460506263747,541.2539493736253
Jun,East,Jordan,248,20,4960,3700.381342725831,1259.618657274169
Aug,East,Skyler,104,33,3432,2549.0897503238516,882.9102496761484
Feb,West,Alex,113,25,2825,1999.52513360762,825.4748663923799
Mar,West,Jordan,152,30,4560,3417.838774572265,1142.1612254277352
Jun,East,Jordan,216,33,7128,4725.894894159457,2402.105105840543
Dec,East,Jordan,161,23,3703,2764.3848639822086,938.6151360177914
Oct,North,Jamie,220,32,7040,5215.952456928576,1824.0475430714241
Mar,South,Jordan,216,29,6264,4269.502693055942,1994.4973069440584
Jun,South,Jamie,83,22,1826,1411.008710386492,414.9912896135079
Jun,West,Jordan,241,26,6266,4894.761718846915,1371.2382811530852
Feb,East,Jordan,86,27,2322,1582.6115588284497,739.3884411715503
Jul,North,Jordan,94,30,2820,1865.1315386323372,954.8684613676628
Dec,West,Jamie,117,31,3627,2685.9252309397802,941.0747690602198
Feb,North,Jordan,170,23,3910,2822.9716295757044,1087.0283704242956
Jun,East,Alex,131,31,4061,2900.1190247549825,1160.8809752450175
Jan,East,Jordan,160,31,4960,3790.1901975525107,1169.8098024474893
Mar,East,Jamie,179,34,6086,4841.105023607689,1244.894976392311
Feb,South,Jamie,86,29,2494,1799.7939974186352,694.2060025813648
Jul,East,Alex,186,31,5766,3753.223527632303,2012.776472367697
Apr,West,Skyler,124,30,3720,2750.717061072415,969.2829389275848
Aug,South,Alex,138,30,4140,3097.1128065926305,1042.8871934073695
Jun,North,Alex,201,34,6834,5290.90156547581,1543.0984345241905
Dec,West,Jamie,100,25,2500,1699.777617911044,800.222382088956
Oct,West,Jordan,235,32,7520,5479.441570609354,2040.5584293906459
Apr,North,Jordan,82,30,2460,1763.991523643676,696.0084763563241
May,South,Skyler,221,30,6630,4970.286038626236,1659.7139613737636
Sep,West,Skyler,81,34,2754,1816.5148796157773,937.4851203842227
Jul,West,Skyler,108,21,2268,1774.9411993641784,493.0588006358216
Oct,West,Skyler,225,27,6075,4414.542184612131,1660.4578153878692
Sep,South,Alex,116,25,2900,2266.5147685619454,633.4852314380546
Jul,South,Alex,124,30,3720,2607.852319579631,1112.147680420369
Dec,South,Jordan,231,28,6468,4838.247252644337,1629.752747355663
Jan,West,Alex,199,30,5970,4737.247371206578,1232.7526287934224
Dec,East,Jordan,125,32,4000,3166.027514425868,833.972485574132
Aug,North,Jordan,219,32,7008,5547.640815815504,1460.3591841844964
Apr,East,Jordan,132,25,3300,2166.2586860558813,1133.7413139441187
Mar,South,Jordan,124,25,3100,2202.4024404531533,897.5975595468467
Jul,West,Jamie,111,31,3441,2268.022246031664,1172.977753968336
Dec,West,Jordan,97,21,2037,1418.6107014062015,618.3892985937985
Mar,East,Alex,92,24,2208,1493.0202650950762,714.9797349049238
Aug,East,Alex,211,28,5908,4389.765785247962,1518.2342147520376
Jun,North,Alex,102,20,2040,1564.9083222872111,475.09167771278885
May,West,Alex,141,23,3243,2357.667631252382,885.3323687476181
Apr,East,Jamie,133,29,3857,2967.27094655649,889.7290534435101
Aug,North,Skyler,148,29,4292,2798.0492003550917,1493.9507996449083
Aug,South,Skyler,247,33,8151,6301.305427250566,1849.694572749434
Dec,East,Jordan,93,22,2046,1384.6387529569947,661.3612470430053
Jan,South,Jordan,177,20,3540,2545.7569636459352,994.2430363540648
Sep,North,Alex,107,20,2140,1533.069982704917,606.930017295083
May,South,Alex,174,34,5916,4620.238216580886,1295.7617834191142
Apr,West,Skyler,150,20,3000,2384.6906162777855,615.3093837222145
Jun,West,Skyler,146,20,2920,2009.7429833434392,910.2570166565608
Jun,South,Alex,236,34,8024,5296.738494533177,2727.261505466823
Feb,West,Jordan,179,32,5728,4282.128315485204,1445.8716845147956
Aug,North,Jamie,140,21,2940,2132.752698758165,807.247301241835
Jul,West,Jamie,182,30,5460,4012.312511224859,1447.687488775141
Jan,South,Skyler,216,24,5184,3405.579717449952,1778.420282550048
May,South,Skyler,198,21,4158,3186.260735743113,971.739264256887
Dec,South,Skyler,96,23,2208,1512.155451076913,695.8445489230869
Jun,East,Jamie,128,28,3584,2509.6620134179025,1074.3379865820975
Apr,South,Jamie,157,22,3454,2363.410058471831,1090.5899415281692
Feb,North,Alex,125,21,2625,2078.7156707331205,546.2843292668795
Apr,West,Jordan,172,23,3956,2671.5195259351835,1284.4804740648165
Jan,West,Skyler,200,28,5600,4255.147963375263,1344.8520366247367
Jul,East,Alex,92,23,2116,1453.4001910960917,662.5998089039083
Feb,East,Jamie,124,34,4216,3009.119167124095,1206.880832875905
Feb,North,Alex,96,31,2976,2379.0420219696357,596.9579780303643
Sep,South,Jamie,126,24,3024,2011.2216111882426,1012.7783888117574
May,East,Jordan,141,23,3243,2536.687197962064,706.3128020379359
Feb,West,Jamie,122,32,3904,3091.6068192550556,812.3931807449444
Nov,East,Alex,147,27,3969,2995.5396200361465,973.4603799638535
Sep,East,Jordan,203,33,6699,4364.36050635554,2334.6394936444603
Sep,South,Jamie,188,32,6016,4651.088642230278,1364.9113577697217
Jan,East,Skyler,107,34,3638,2846.1557908972036,791.8442091027964
Nov,North,Jamie,248,34,8432,6721.485521631858,1710.5144783681417
Mar,West,Jordan,173,23,3979,3087.2956040446447,891.7043959553553
Apr,South,Alex,197,21,4137,2965.5589925620616,1171.4410074379384
Jul,West,Jordan,243,31,7533,5674.589702180306,1858.4102978196943
Oct,North,Alex,170,23,3910,2826.02787226298,1083.97212773702
Apr,North,Jamie,163,21,3423,2406.2072715624367,1016.7927284375633
Feb,East,Jamie,112,28,3136,2333.0710223780998,802.9289776219002
Jul,East,Jordan,104,30,3120,2388.2815817523515,731.7184182476485
Jun,East,Skyler,98,33,3234,2410.5754716175916,823.4245283824084
Mar,West,Jamie,185,27,4995,3866.063841958924,1128.936158041076
Jun,North,Skyler,112,28,3136,2121.3667880518747,1014.6332119481253
Nov,South,Skyler,146,23,3358,2370.9299456425115,987.0700543574885
Jun,East,Jordan,221,20,4420,3080.2443938427946,1339.7556061572054
Dec,West,Jamie,240,22,5280,3585.7486946168965,1694.2513053831035
May,East,Skyler,121,26,3146,2254.0339651403374,891.9660348596626
Apr,North,Jamie,174,20,3480,2756.7896396353563,723.2103603646437
Oct,South,Alex,126,30,3780,2762.050701397961,1017.9492986020391
Dec,North,Skyler,114,27,3078,2132.9331315740733,945.0668684259267
Jan,West,Jordan,196,28,5488,3858.6627009870604,1629.3372990129396
Oct,East,Jordan,239,27,6453,4787.876635156594,1665.1233648434063
Jun,North,Skyler,155,24,3720,2614.832681931699,1105.167318068301
Feb,West,Jamie,221,31,6851,5006.382009809426,1844.6179901905743
Mar,East,Alex,225,30,6750,4665.086892120988,2084.9131078790124
Aug,South,Alex,207,33,6831,4794.608476727876,2036.3915232721238
Oct,North,Jordan,134,31,4154,3139.839028840936,1014.160971159064
Jun,East,Jordan,177,32,5664,4178.291751556647,1485.708248443353
Mar,East,Jamie,187,34,6358,4221.8584215419705,2136.1415784580295
Jul,East,Jordan,128,28,3584,2852.782921948847,731.2170780511528
Apr,East,Jamie,192,23,4416,2903.0807777679656,1512.9192222320344
Sep,North,Skyler,213,28,5964,3950.7977413631766,2013.2022586368234
May,East,Alex,149,20,2980,2250.519563787287,729.4804362127129
Mar,West,Skyler,165,31,5115,3867.976917478299,1247.0230825217009
Feb,North,Jordan,215,30,6450,4210.820128396902,2239.179871603098
Nov,East,Alex,222,22,4884,3645.481506747032,1238.5184932529678
Feb,North,Alex,233,23,5359,3510.0860628780547,1848.9139371219453
Mar,West,Skyler,118,30,3540,2811.1688667556045,728.8311332443955
Feb,West,Jamie,210,29,6090,4594.426259466387,1495.573740533613
Apr,North,Alex,89,20,1780,1206.816353052694,573.183646947306
Feb,East,Jamie,82,31,2542,1712.5853557255678,829.4146442744322
Oct,East,Skyler,125,25,3125,2298.2792044001917,826.7207955998083
Sep,West,Skyler,229,32,7328,5459.56378321975,1868.43621678025
Feb,East,Jamie,146,34,4964,3845.5395392024966,1118.4604607975034
Sep,West,Skyler,176,23,4048,3179.6966018024746,868.3033981975254
Jun,East,Alex,98,23,2254,1597.8155574360796,656.1844425639204
Jan,West,Skyler,141,20,2820,2190.04788832314,629.9521116768601
Apr,South,Skyler,177,24,4248,3106.804558503823,1141.195441496177
Jan,East,Alex,136,28,3808,2743.9965187118737,1064.0034812881263
Jun,East,Jamie,174,25,4350,3283.578346552707,1066.421653447293
Apr,East,Skyler,186,34,6324,4208.490740331539,2115.509259668461
Mar,North,Jamie,167,27,4509,3110.344163152185,1398.655836847815
Mar,East,Alex,220,30,6600,5098.595058557275,1501.4049414427254
Sep,North,Jamie,223,23,5129,3721.663054274886,1407.3369457251142
Jun,North,Jamie,223,28,6244,4909.073482609129,1334.9265173908707
Sep,West,Jordan,194,26,5044,3345.7132450558106,1698.2867549441894
May,North,Jordan,198,33,6534,4554.275896041542,1979.7241039584578
Feb,North,Skyler,131,33,4323,3040.5063279887777,1282.4936720112223
Aug,South,Jordan,120,26,3120,2225.833111034436,894.1668889655639
May,East,Jordan,127,27,3429,2736.4208935220713,692.5791064779287
Feb,North,Jordan,170,21,3570,2486.859883383522,1083.1401166164778
Apr,East,Jamie,118,31,3658,2662.301061942134,995.6989380578661
Sep,North,Jamie,92,25,2300,1679.9446067354957,620.0553932645043
Apr,West,Jordan,211,26,5486,4200.189623680002,1285.8103763199979
Dec,South,Alex,175,22,3850,2801.569344084554,1048.430655915446
Dec,North,Jordan,188,27,5076,3760.608456832457,1315.3915431675432
Dec,East,Alex,183,20,3660,2792.5770998677403,867.4229001322597
Apr,West,Jamie,177,20,3540,2354.7010944850513,1185.2989055149487
Feb,East,Alex,122,29,3538,2811.0146559547015,726.9853440452985
Dec,West,Jamie,167,22,3674,2854.4982314373838,819.5017685626162
Jun,South,Alex,172,25,4300,3045.7583357869044,1254.2416642130956
Nov,West,Jamie,205,26,5330,4046.869862464458,1283.130137535542
Feb,East,Jamie,188,21,3948,3017.64892683086,930.3510731691399
Dec,East,Jordan,126,33,4158,3232.9987105005453,925.0012894994547
Jul,North,Skyler,171,25,4275,2899.5081641172114,1375.4918358827886
Mar,West,Skyler,232,31,7192,5433.954529552135,1758.0454704478652
Mar,East,Jamie,120,24,2880,1886.4031091873546,993.5968908126454
May,North,Jordan,82,34,2788,1860.5351896793334,927.4648103206666
Mar,South,Skyler,200,25,5000,3832.050220349128,1167.9497796508722
Feb,East,Skyler,156,20,3120,2408.4854058166634,711.5145941833366
Oct,North,Jordan,174,33,5742,4242.565516214888,1499.4344837851122
Sep,East,Jordan,92,29,2668,1966.9907268683958,701.0092731316042
Feb,West,Skyler,184,26,4784,3647.4494009968266,1136.5505990031734
Nov,North,Skyler,97,27,2619,2058.3054223575464,560.6945776424536
Feb,West,Alex,116,33,3828,2730.004331112193,1097.995668887807
Aug,South,Alex,241,26,6266,4180.8203693790465,2085.1796306209535
Sep,West,Jamie,134,28,3752,2910.988853555678,841.0111464443221
Jul,North,Skyler,131,20,2620,1837.266149366506,782.7338506334941
Mar,East,Jordan,115,29,3335,2234.6763330485983,1100.3236669514017
Sep,North,Jordan,193,28,5404,4010.808053955779,1393.191946044221
Mar,West,Skyler,131,30,3930,2895.280473912291,1034.7195260877088
May,West,Jamie,98,30,2940,2120.1425770675537,819.8574229324463
Sep,East,Jordan,219,32,7008,5459.018863152613,1548.9811368473866
Dec,South,Skyler,171,34,5814,4016.5081510552773,1797.4918489447227
Mar,North,Skyler,218,22,4796,3126.921449845583,1669.078550154417
Jul,East,Jamie,127,21,2667,1862.953661012827,804.0463389871729
Dec,East,Skyler,180,25,4500,2931.551523271437,1568.448476728563
Jan,East,Jordan,178,30,5340,3906.4165599283688,1433.5834400716312
Apr,North,Alex,223,24,5352,3782.4577295078857,1569.5422704921143
Apr,North,Jamie,126,34,4284,3307.6396052747637,976.3603947252363
Jul,North,Skyler,146,23,3358,2584.443742049625,773.5562579503749
Aug,South,Jamie,110,23,2530,1809.445308206843,720.554691793157
Jan,East,Skyler,155,27,4185,2856.1486304935006,1328.8513695064994
May,West,Alex,87,29,2523,1799.8185827658624,723.1814172341376
Jul,West,Jamie,123,32,3936,2937.0339892937586,998.9660107062414
Dec,East,Skyler,114,22,2508,1701.755490267728,806.244509732272
Apr,West,Alex,93,32,2976,2279.4880091905834,696.5119908094166
Apr,South,Jordan,189,20,3780,2644.4276393168007,1135.5723606831993
Apr,South,Skyler,83,24,1992,1573.334486081322,418.665513918678
Dec,North,Alex,224,27,6048,4395.568945065124,1652.4310549348756
Jun,North,Alex,191,22,4202,3265.243854461964,936.756145538036
Jul,North,Jamie,148,21,3108,2307.329120934276,800.670879065724
Feb,North,Skyler,231,20,4620,3387.3390777386653,1232.6609222613347
May,North,Jordan,128,32,4096,3081.5007540132533,1014.4992459867467
Apr,West,Skyler,134,23,3082,2378.452346490098,703.5476535099019
Mar,West,Alex,230,30,6900,5152.0652670640775,1747.9347329359225
Jul,North,Jordan,160,21,3360,2585.809306344618,774.1906936553819
Nov,South,Alex,219,33,7227,4904.023761532335,2322.976238467665
Dec,West,Jamie,218,27,5886,4070.919353496912,1815.0806465030878
Jun,South,Skyler,194,30,5820,3983.548023245719,1836.451976754281
Jul,South,Alex,154,32,4928,3793.3057164325346,1134.6942835674654
May,East,Alex,177,34,6018,3989.4482500802824,2028.5517499197176
Jun,East,Skyler,206,29,5974,4596.273011227532,1377.7269887724678
May,North,Jordan,190,31,5890,4172.21887188613,1717.7811281138702
Jul,South,Alex,180,28,5040,3336.107414485151,1703.892585514849
Feb,West,Skyler,193,32,6176,4407.588488678115,1768.411511321885
Nov,East,Jamie,108,29,3132,2176.9759807908035,955.0240192091965
May,East,Jamie,141,20,2820,2083.395773317061,736.604226682939
Jun,South,Skyler,132,34,4488,3235.3049293987547,1252.6950706012453
Jun,East,Alex,196,21,4116,2858.6303612579477,1257.3696387420523
May,East,Skyler,170,25,4250,3312.194539558516,937.8054604414838
Oct,West,Skyler,185,32,5920,4209.257425262866,1710.7425747371344
Jul,South,Alex,165,29,4785,3448.087741615727,1336.9122583842732
Oct,East,Jordan,207,31,6417,4985.972286500479,1431.0277134995213
Aug,South,Jordan,179,26,4654,3087.270418284961,1566.7295817150389
Jul,East,Jamie,173,21,3633,2573.922267611782,1059.077732388218
May,West,Jordan,155,27,4185,2973.143284968197,1211.856715031803
Jan,South,Skyler,82,32,2624,1900.7569778696704,723.2430221303296
May,East,Alex,160,29,4640,3089.859932282146,1550.140067717854
Oct,West,Jamie,184,28,5152,3428.1357417016534,1723.8642582983466
Feb,East,Jordan,111,27,2997,2135.2497929145675,861.7502070854325
May,South,Skyler,87,28,2436,1595.4687996498944,840.5312003501056
May,East,Jamie,166,34,5644,3884.469758379887,1759.530241620113
Feb,South,Alex,109,25,2725,1853.4809981041267,871.5190018958733
May,South,Jordan,222,30,6660,4817.896875062251,1842.1031249377493
Apr,East,Skyler,153,26,3978,2592.3589077921065,1385.6410922078935
Jan,West,Alex,202,25,5050,3794.3680885749577,1255.6319114250423
Mar,North,Skyler,200,26,5200,4047.3580995619745,1152.6419004380255
Jan,West,Skyler,117,22,2574,1945.9729001921955,628.0270998078045
Dec,West,Skyler,222,23,5106,3945.4660699143565,1160.5339300856435
Nov,East,Alex,237,28,6636,4953.757148340715,1682.2428516592854
May,West,Jamie,233,22,5126,3722.0145127418114,1403.9854872581886
Apr,West,Skyler,194,21,4074,2781.944098115938,1292.0559018840622
Jul,North,Jamie,188,31,5828,4032.64935314436,1795.3506468556402
May,West,Jamie,157,32,5024,3505.0247516030286,1518.9752483969714
Oct,North,Jordan,115,30,3450,2262.174143948905,1187.825856051095
Apr,East,Jordan,169,26,4394,3457.9168092375835,936.0831907624165
Feb,North,Jamie,238,25,5950,4671.020162100286,1278.9798378997139
Apr,South,Jordan,119,22,2618,1744.0243615104134,873.9756384895866
Dec,South,Jordan,153,25,3825,2805.6529332343434,1019.3470667656566
Feb,North,Jamie,125,34,4250,3060.6213250549454,1189.3786749450546
Aug,South,Alex,186,26,4836,3639.148513454264,1196.851486545736
Mar,East,Jordan,249,25,6225,4609.31774052767,1615.6822594723299
Sep,South,Jordan,225,20,4500,3008.9172157960484,1491.0827842039516
Apr,North,Alex,179,31,5549,4156.265627783951,1392.7343722160495
Jun,East,Alex,243,33,8019,5944.73205081352,2074.26794918648
Oct,South,Alex,140,20,2800,2043.1139279489985,756.8860720510015
May,East,Jamie,247,28,6916,4912.8562609430655,2003.1437390569345
Oct,North,Alex,82,25,2050,1626.1382056713483,423.86179432865174
Jan,South,Jamie,161,31,4991,3880.0829275755673,1110.9170724244327
Sep,East,Skyler,86,21,1806,1332.3995197058066,473.6004802941934
Jan,East,Skyler,110,34,3740,2434.5779599751327,1305.4220400248673
Aug,South,Alex,144,30,4320,3088.015860926013,1231.984139073987
Sep,East,Alex,174,20,3480,2627.577338303152,852.4226616968481
Sep,East,Skyler,143,30,4290,2863.9788400741686,1426.0211599258314
Jan,North,Jamie,156,31,4836,3438.311091861142,1397.688908138858
Feb,North,Jamie,82,21,1722,1168.8226253469666,553.1773746530334
Dec,North,Alex,172,27,4644,3254.150404847867,1389.8495951521331
Jan,North,Alex,114,24,2736,1789.3450413297355,946.6549586702645
Oct,North,Alex,94,26,2444,1635.0600913383123,808.9399086616877
Feb,North,Skyler,100,26,2600,1867.3551715543115,732.6448284456885
Oct,South,Jordan,141,21,2961,2323.581053428042,637.4189465719578
Dec,North,Alex,162,23,3726,2696.086068312721,1029.9139316872788
Aug,East,Jamie,235,21,4935,3543.1405962110116,1391.8594037889884
May,South,Jordan,83,26,2158,1657.636212504871,500.3637874951289
Dec,East,Jamie,220,24,5280,3644.1214209332775,1635.8785790667225
Nov,North,Jordan,246,20,4920,3268.1607369279436,1651.8392630720564
Jul,North,Skyler,146,21,3066,2089.282448092839,976.7175519071611
Feb,East,Jordan,173,25,4325,3324.606417970847,1000.3935820291531
Aug,East,Jamie,137,33,4521,3397.7900504022373,1123.2099495977627
Nov,East,Jordan,209,23,4807,3190.5500010642722,1616.4499989357278
Jun,West,Skyler,104,26,2704,2028.1729858109672,675.8270141890328
Aug,West,Jamie,90,34,3060,2416.5821315619282,643.4178684380718
Jan,West,Alex,80,21,1680,1103.3286489123418,576.6713510876582
Jan,West,Jordan,127,32,4064,3017.368471271513,1046.631528728487
Dec,South,Jamie,192,31,5952,4207.318127902184,1744.6818720978163
Jul,North,Jordan,217,21,4557,3304.5300538086817,1252.4699461913183
Aug,East,Skyler,160,31,4960,3616.9650390881434,1343.0349609118566
Mar,North,Jamie,109,25,2725,2086.415092339781,638.584907660219
May,East,Alex,242,27,6534,4793.027970629458,1740.9720293705423
Dec,North,Alex,193,32,6176,4563.834525895101,1612.1654741048987
Jan,South,Jordan,98,20,1960,1371.8760820689122,588.1239179310878
Jul,West,Skyler,189,24,4536,3034.0931806124213,1501.9068193875787
May,North,Skyler,113,20,2260,1700.4462610300013,559.5537389699987
Aug,East,Jordan,111,34,3774,2453.3729397248517,1320.6270602751483
Aug,North,Jamie,155,30,4650,3251.7802257195326,1398.2197742804674
Sep,South,Jamie,205,25,5125,3498.871289963957,1626.1287100360428
Jul,South,Jordan,213,26,5538,3922.4547292361153,1615.5452707638847
Nov,North,Jamie,220,25,5500,3831.796122327656,1668.2038776723439
Jan,West,Jamie,165,33,5445,4114.419299887658,1330.5807001123421
Mar,East,Jamie,154,32,4928,3395.544312593494,1532.455687406506
Aug,South,Jordan,214,28,5992,4398.802410614012,1593.197589385988
Mar,South,Alex,124,22,2728,1959.7012599797076,768.2987400202924
Aug,North,Skyler,144,27,3888,2994.376737111677,893.6232628883231
Jan,South,Alex,173,22,3806,2718.2980013205106,1087.7019986794894
